geocode,Municipio,value
2506707,Imaculada,"0,66"
2506806,Ingá,"0,81"
2506905,Itabaiana,"0,84"
2507002,Itaporanga,"0,62"
2507101,Itapororoca,"0,95"
2507200,Itatuba,"0,97"
2507309,Jacaraú,"0,91"
2507408,Jericó,"0,65"
2507507,João Pessoa,"0,12"
2513653,Joca Claudino,"0,99"
2507606,Juarez Távora,"0,71"
2507705,Juazeirinho,"0,26"
2507804,Junco do Seridó,"0,97"
2507903,Juripiranga,"0,68"
2508000,Juru,"1,00"
2508109,Lagoa,"1,00"
2508208,Lagoa de Dentro,"0,99"
2508307,Lagoa Seca,"1,00"
2508406,Lastro,"0,55"
2508505,Livramento,"0,19"
2508554,Logradouro,"0,46"
2508604,Lucena,"0,31"
2508703,Mãe d'Água,"0,98"
2508802,Malta,"0,80"
2508901,Mamanguape,"0,85"
2509008,Manaíra,"0,41"
2509057,Marcação,"0,37"
2509107,Mari,"0,62"
2509156,Marizópolis,"0,77"
2509206,Massaranduba,"1,00"
2509305,Mataraca,"0,73"
2509339,Matinhas,"1,00"
2509370,Mato Grosso,"0,98"
2509396,Maturéia,"0,64"
2509404,Mogeiro,"0,72"
2509503,Montadas,"0,89"
2509602,Monte Horebe,"0,94"
2509701,Monteiro,"0,42"
2509800,Mulungu,"0,88"
2509909,Natuba,"0,96"
2510006,Nazarezinho,"0,77"
2510105,Nova Floresta,"1,00"
2510204,Nova Olinda,"0,71"
2510303,Nova Palmeira,"0,29"
2510402,Olho d'Água,"0,71"
2510501,Olivedos,"0,99"
2510600,Ouro Velho,"0,55"
2510659,Parari,"1,00"
2510709,Passagem,"0,00"
2510808,Patos,"0,48"
2510907,Paulista,"0,94"
2511004,Pedra Branca,"1,00"
2511103,Pedra Lavrada,"0,44"
2511202,Pedras de Fogo,"0,34"
2512721,Pedro Régis,"0,98"
2511301,Piancó,"0,54"
2511400,Picuí,"0,96"
2511509,Pilar,"0,87"
2511608,Pilões,"0,11"
2511707,Pilõezinhos,"0,50"
2511806,Pirpirituba,"0,97"
2511905,Pitimbu,"0,37"
2512002,Pocinhos,"0,78"
2512036,Poço Dantas,"0,30"
2512077,Poço de José de Moura,"1,00"
2512101,Pombal,"0,78"
2512200,Prata,"0,85"
2512309,Princesa Isabel,"0,82"
2512408,Puxinanã,"0,84"
2512507,Queimadas,"0,97"
2512606,Quixabá,"0,00"
2512705,Remígio,"0,96"
2512747,Riachão,"0,70"
2512754,Riachão do Bacamarte,"0,04"
2512762,Riachão do Poço,"0,08"
2512788,Riacho de Santo Antônio,"0,10"
2512804,Riacho dos Cavalos,"0,98"
2512903,Rio Tinto,"0,18"
2513000,Salgadinho,"0,25"
2513109,Salgado de São Félix,"0,37"
2513158,Santa Cecília,"1,00"
2513208,Santa Cruz,"0,36"
2513307,Santa Helena,"0,41"
2513356,Santa Inês,"0,98"
2513406,Santa Luzia,"0,61"
2513703,Santa Rita,"0,38"
2513802,Santa Teresinha,"0,02"
2513505,Santana de Mangueira,"0,57"
2513604,Santana dos Garrotes,"0,99"
2513851,Santo André,"1,00"
2513927,São Bentinho,"0,70"
2513901,São Bento,"0,18"
2513968,São Domingos,"0,10"
2513943,São Domingos do Cariri,"0,96"
2513984,São Francisco,"0,34"
2514008,São João do Cariri,"1,00"
2500700,São João do Rio do Peixe,"0,81"
2514107,São João do Tigre,"1,00"
2514206,São José da Lagoa Tapada,"0,26"
2514305,São José de Caiana,"0,78"
2514404,São José de Espinharas,"0,01"
2514503,São José de Piranhas,"0,65"
2514552,São José de Princesa,"0,89"
2514602,São José do Bonfim,"0,63"
2514651,São José do Brejo do Cruz,"0,71"
2514701,São José do Sabugi,"1,00"
2514800,São José dos Cordeiros,"0,70"
2514453,São José dos Ramos,"0,86"
2514909,São Mamede,"0,04"
2515005,São Miguel de Taipu,"0,55"
2515104,São Sebastião de Lagoa de Roça,"0,99"
2515203,São Sebastião do Umbuzeiro,"0,97"
2515401,São Vicente do Seridó,"0,80"
2515302,Sapé,"0,91"
2515500,Serra Branca,"0,29"
2515609,Serra da Raiz,"0,99"
2515708,Serra Grande,"0,00"
2515807,Serra Redonda,"0,34"
2515906,Serraria,"0,05"
2515930,Sertãozinho,"0,95"
2515971,Sobrado,"0,74"
2516003,Solânea,"0,89"
2516102,Soledade,"0,71"
2516151,Sossêgo,"0,45"
2516201,Sousa,"0,52"
2516300,Sumé,"0,82"
2516409,Tacima,"0,97"
2516508,Taperoá,"0,51"
2516607,Tavares,"0,80"
2516706,Teixeira,"0,54"
2516755,Tenório,"0,97"
2516805,Triunfo,"0,08"
2516904,Uiraúna,"0,40"
2517001,Umbuzeiro,"0,99"
2517100,Várzea,"0,80"
2517209,Vieirópolis,"0,39"
2505501,Vista Serrana,"1,00"
2517407,Zabelê,"1,00"
