geocode,Municipio,value
1KME5915N8811,Cruzeiro,"0,65"
1KME5915N8812,Cruzeiro,"0,62"
1KME5916N8803,Cruzeiro,"0,62"
1KME5916N8804,Cruzeiro,"0,56"
1KME5916N8805,Cruzeiro,"0,72"
1KME5916N8806,Cruzeiro,"0,52"
1KME5916N8807,Cruzeiro,"0,39"
1KME5916N8808,Cruzeiro,"0,49"
1KME5916N8809,Cruzeiro,"0,15"
1KME5916N8810,Cruzeiro,"0,38"
1KME5916N8811,Cruzeiro,"0,22"
1KME5916N8812,Cruzeiro,"0,32"
1KME5916N8813,Cruzeiro,"0,52"
1KME5917N8802,Cruzeiro,"0,42"
1KME5917N8803,Cruzeiro,"0,63"
1KME5917N8804,Cruzeiro,"0,68"
1KME5917N8805,Cruzeiro,"0,68"
1KME5917N8806,Cruzeiro,"0,19"
1KME5917N8807,Cruzeiro,"0,22"
1KME5917N8808,Cruzeiro,"0,11"
1KME5917N8809,Cruzeiro,"0,19"
1KME5917N8810,Cruzeiro,"0,06"
1KME5917N8811,Cruzeiro,"0,13"
1KME5917N8812,Cruzeiro,"0,20"
1KME5917N8813,Cruzeiro,"0,32"
1KME5918N8801,Cruzeiro,"0,15"
1KME5918N8802,Cruzeiro,"0,36"
1KME5918N8803,Cruzeiro,"0,52"
1KME5918N8804,Cruzeiro,"0,45"
1KME5918N8805,Cruzeiro,"0,57"
1KME5918N8806,Cruzeiro,"0,03"
1KME5918N8807,Cruzeiro,"0,61"
1KME5918N8808,Cruzeiro,"0,24"
1KME5918N8809,Cruzeiro,"0,28"
1KME5918N8810,Cruzeiro,"0,09"
1KME5918N8811,Cruzeiro,"0,20"
1KME5918N8812,Cruzeiro,"0,26"
1KME5918N8813,Cruzeiro,"0,46"
1KME5919N8801,Cruzeiro,"0,26"
1KME5919N8802,Cruzeiro,"0,49"
1KME5919N8803,Cruzeiro,"0,65"
1KME5919N8804,Cruzeiro,"0,64"
1KME5919N8805,Cruzeiro,"0,61"
1KME5919N8806,Cruzeiro,"0,36"
1KME5919N8807,Cruzeiro,"0,73"
1KME5919N8808,Cruzeiro,"0,18"
1KME5919N8809,Cruzeiro,"0,50"
1KME5919N8810,Cruzeiro,"0,30"
1KME5919N8811,Cruzeiro,"0,14"
1KME5919N8812,Cruzeiro,"0,20"
1KME5919N8813,Cruzeiro,"0,49"
1KME5919N8814,Cruzeiro,"0,19"
1KME5920N8801,Cruzeiro,"0,46"
1KME5920N8802,Cruzeiro,"0,29"
1KME5920N8803,Cruzeiro,"0,54"
1KME5920N8804,Cruzeiro,"0,50"
1KME5920N8805,Cruzeiro,"0,60"
1KME5920N8806,Cruzeiro,"0,56"
1KME5920N8807,Cruzeiro,"0,69"
1KME5920N8808,Cruzeiro,"0,79"
1KME5920N8809,Cruzeiro,"0,63"
1KME5920N8810,Cruzeiro,"0,32"
1KME5920N8811,Cruzeiro,"0,00"
1KME5920N8812,Cruzeiro,"0,11"
1KME5920N8813,Cruzeiro,"0,06"
1KME5920N8814,Cruzeiro,"0,00"
1KME5921N8801,Cruzeiro,"0,42"
1KME5921N8802,Cruzeiro,"0,54"
1KME5921N8803,Cruzeiro,"0,46"
1KME5921N8804,Cruzeiro,"0,63"
1KME5921N8805,Cruzeiro,"0,52"
1KME5921N8806,Cruzeiro,"0,66"
1KME5921N8807,Cruzeiro,"0,48"
1KME5921N8808,Cruzeiro,"0,68"
1KME5921N8809,Cruzeiro,"0,09"
1KME5921N8810,Cruzeiro,"0,42"
1KME5921N8811,Cruzeiro,"0,00"
1KME5921N8812,Cruzeiro,"0,07"
1KME5921N8813,Cruzeiro,"0,00"
1KME5921N8814,Cruzeiro,"0,00"
1KME5921N8815,Cruzeiro,"0,22"
1KME5922N8801,Cruzeiro,"0,39"
1KME5922N8802,Cruzeiro,"0,59"
1KME5922N8803,Cruzeiro,"0,35"
1KME5922N8804,Cruzeiro,"0,46"
1KME5922N8805,Cruzeiro,"0,57"
1KME5922N8806,Cruzeiro,"0,59"
1KME5922N8807,Cruzeiro,"0,67"
1KME5922N8808,Cruzeiro,"0,43"
1KME5922N8809,Cruzeiro,"0,12"
1KME5922N8810,Cruzeiro,"0,36"
1KME5922N8811,Cruzeiro,"0,32"
1KME5922N8812,Cruzeiro,"0,15"
1KME5922N8813,Cruzeiro,"0,02"
1KME5922N8814,Cruzeiro,"0,00"
1KME5922N8815,Cruzeiro,"0,22"
1KME5923N8801,Cruzeiro,"0,22"
1KME5923N8802,Cruzeiro,"0,57"
1KME5923N8805,Cruzeiro,"0,43"
1KME5923N8806,Cruzeiro,"0,65"
1KME5923N8807,Cruzeiro,"0,59"
1KME5923N8808,Cruzeiro,"0,55"
1KME5923N8809,Cruzeiro,"0,15"
1KME5923N8810,Cruzeiro,"0,83"
1KME5923N8811,Cruzeiro,"0,63"
1KME5923N8812,Cruzeiro,"0,04"
1KME5923N8813,Cruzeiro,"0,24"
1KME5923N8814,Cruzeiro,"0,00"
1KME5923N8815,Cruzeiro,"0,14"
1KME5924N8801,Cruzeiro,"0,72"
1KME5924N8802,Cruzeiro,"0,30"
1KME5924N8808,Cruzeiro,"0,68"
1KME5924N8809,Cruzeiro,"0,61"
1KME5924N8810,Cruzeiro,"0,78"
1KME5924N8811,Cruzeiro,"0,59"
1KME5924N8812,Cruzeiro,"0,42"
1KME5924N8813,Cruzeiro,"0,63"
1KME5924N8814,Cruzeiro,"0,03"
1KME5924N8815,Cruzeiro,"0,14"
1KME5925N8800,Cruzeiro,"0,61"
1KME5925N8801,Cruzeiro,"0,48"
1KME5925N8802,Cruzeiro,"0,22"
1KME5925N8803,Cruzeiro,"0,42"
1KME5925N8804,Cruzeiro,"0,82"
1KME5925N8808,Cruzeiro,"0,48"
1KME5925N8809,Cruzeiro,"0,46"
1KME5925N8810,Cruzeiro,"0,56"
1KME5925N8811,Cruzeiro,"0,64"
1KME5925N8812,Cruzeiro,"0,67"
1KME5925N8813,Cruzeiro,"0,69"
1KME5925N8814,Cruzeiro,"0,23"
1KME5925N8815,Cruzeiro,"0,43"
1KME5926N8800,Cruzeiro,"0,75"
1KME5926N8801,Cruzeiro,"0,20"
1KME5926N8802,Cruzeiro,"0,03"
1KME5926N8803,Cruzeiro,"0,51"
1KME5926N8804,Cruzeiro,"0,85"
1KME5926N8805,Cruzeiro,"0,61"
1KME5926N8808,Cruzeiro,"0,60"
1KME5926N8809,Cruzeiro,"0,67"
1KME5926N8810,Cruzeiro,"0,53"
1KME5926N8811,Cruzeiro,"0,67"
1KME5926N8812,Cruzeiro,"0,67"
1KME5926N8813,Cruzeiro,"0,43"
1KME5926N8814,Cruzeiro,"0,48"
1KME5926N8815,Cruzeiro,"0,83"
1KME5927N8798,Cruzeiro,"0,66"
1KME5927N8799,Cruzeiro,"0,62"
1KME5927N8805,Cruzeiro,"0,40"
1KME5927N8806,Cruzeiro,"0,40"
1KME5927N8807,Cruzeiro,"0,47"
1KME5927N8808,Cruzeiro,"0,67"
1KME5927N8809,Cruzeiro,"0,68"
1KME5927N8810,Cruzeiro,"0,55"
1KME5927N8811,Cruzeiro,"0,11"
1KME5927N8812,Cruzeiro,"0,61"
1KME5927N8813,Cruzeiro,"0,43"
1KME5927N8814,Cruzeiro,"0,13"
1KME5927N8815,Cruzeiro,"0,85"
1KME5928N8796,Cruzeiro,"0,61"
1KME5928N8797,Cruzeiro,"0,38"
1KME5928N8798,Cruzeiro,"0,06"
1KME5928N8799,Cruzeiro,"0,44"
1KME5928N8805,Cruzeiro,"0,39"
1KME5928N8806,Cruzeiro,"0,58"
1KME5928N8807,Cruzeiro,"0,38"
1KME5928N8808,Cruzeiro,"0,64"
1KME5928N8809,Cruzeiro,"0,41"
1KME5928N8810,Cruzeiro,"0,37"
1KME5928N8811,Cruzeiro,"0,00"
1KME5928N8812,Cruzeiro,"0,39"
1KME5928N8813,Cruzeiro,"0,63"
1KME5928N8814,Cruzeiro,"0,29"
1KME5928N8815,Cruzeiro,"0,64"
1KME5929N8796,Cruzeiro,"0,73"
1KME5929N8797,Cruzeiro,"0,38"
1KME5929N8798,Cruzeiro,"0,21"
1KME5929N8805,Cruzeiro,"0,57"
1KME5929N8806,Cruzeiro,"0,52"
1KME5929N8807,Cruzeiro,"0,23"
1KME5929N8808,Cruzeiro,"0,64"
1KME5929N8809,Cruzeiro,"0,12"
1KME5929N8810,Cruzeiro,"0,10"
1KME5929N8811,Cruzeiro,"0,00"
1KME5929N8812,Cruzeiro,"0,28"
1KME5929N8813,Cruzeiro,"0,24"
1KME5929N8814,Cruzeiro,"0,00"
1KME5929N8815,Cruzeiro,"0,57"
1KME5930N8796,Cruzeiro,"0,65"
1KME5930N8797,Cruzeiro,"0,74"
1KME5930N8798,Cruzeiro,"0,24"
1KME5930N8806,Cruzeiro,"0,30"
1KME5930N8807,Cruzeiro,"0,32"
1KME5930N8808,Cruzeiro,"0,67"
1KME5930N8809,Cruzeiro,"0,68"
1KME5930N8810,Cruzeiro,"0,14"
1KME5930N8811,Cruzeiro,"0,00"
1KME5930N8812,Cruzeiro,"0,00"
1KME5930N8813,Cruzeiro,"0,00"
1KME5930N8814,Cruzeiro,"0,00"
1KME5931N8795,Cruzeiro,"0,78"
1KME5931N8796,Cruzeiro,"0,51"
1KME5931N8797,Cruzeiro,"0,42"
1KME5931N8798,Cruzeiro,"0,70"
1KME5931N8799,Cruzeiro,"0,38"
1KME5931N8806,Cruzeiro,"0,40"
1KME5931N8807,Cruzeiro,"0,46"
1KME5931N8808,Cruzeiro,"0,63"
1KME5931N8809,Cruzeiro,"0,66"
1KME5931N8810,Cruzeiro,"0,38"
1KME5931N8811,Cruzeiro,"0,04"
1KME5931N8812,Cruzeiro,"0,00"
1KME5931N8813,Lavrinhas,"0,31"
1KME5931N8814,Lavrinhas,"0,05"
1KME5931N8815,Lavrinhas,"0,09"
1KME5932N8794,Cruzeiro,"0,52"
1KME5932N8795,Cruzeiro,"0,62"
1KME5932N8796,Cruzeiro,"0,23"
1KME5932N8797,Cruzeiro,"0,46"
1KME5932N8798,Cruzeiro,"0,55"
1KME5932N8799,Cruzeiro,"0,43"
1KME5932N8806,Cruzeiro,"0,62"
1KME5932N8807,Cruzeiro,"0,34"
1KME5932N8808,Cruzeiro,"0,60"
1KME5932N8809,Cruzeiro,"0,79"
1KME5932N8810,Cruzeiro,"0,63"
1KME5932N8811,Cruzeiro,"0,13"
1KME5932N8812,Cruzeiro,"0,00"
1KME5932N8813,Lavrinhas,"0,42"
1KME5932N8814,Lavrinhas,"0,00"
1KME5932N8815,Lavrinhas,"0,05"
1KME5933N8794,Cruzeiro,"0,56"
1KME5933N8795,Cruzeiro,"0,29"
1KME5933N8796,Cruzeiro,"0,52"
1KME5933N8797,Cruzeiro,"0,58"
1KME5933N8798,Cruzeiro,"0,27"
1KME5933N8799,Cruzeiro,"0,53"
1KME5933N8800,Cruzeiro,"0,25"
1KME5933N8801,Cruzeiro,"0,08"
1KME5933N8806,Cruzeiro,"0,33"
1KME5933N8807,Cruzeiro,"0,44"
1KME5933N8808,Cruzeiro,"0,47"
1KME5933N8809,Cruzeiro,"0,80"
1KME5933N8810,Cruzeiro,"0,51"
1KME5933N8811,Cruzeiro,"0,67"
1KME5933N8812,Cruzeiro,"0,30"
1KME5933N8813,Lavrinhas,"0,36"
1KME5933N8814,Lavrinhas,"0,15"
1KME5933N8815,Lavrinhas,"0,08"
1KME5933N8816,Lavrinhas,"0,33"
1KME5934N8794,Cruzeiro,"0,42"
1KME5934N8795,Cruzeiro,"0,41"
1KME5934N8796,Cruzeiro,"0,45"
1KME5934N8797,Cruzeiro,"0,51"
1KME5934N8798,Cruzeiro,"0,51"
1KME5934N8799,Cruzeiro,"0,35"
1KME5934N8800,Cruzeiro,"0,11"
1KME5934N8801,Cruzeiro,"0,53"
1KME5934N8802,Cruzeiro,"0,80"
1KME5934N8806,Cruzeiro,"0,50"
1KME5934N8807,Cruzeiro,"0,21"
1KME5934N8808,Cruzeiro,"0,32"
1KME5934N8809,Cruzeiro,"0,59"
1KME5934N8810,Cruzeiro,"0,64"
1KME5934N8811,Lavrinhas,"0,63"
1KME5934N8812,Lavrinhas,"0,43"
1KME5934N8813,Lavrinhas,"0,53"
1KME5934N8814,Lavrinhas,"0,65"
1KME5934N8815,Lavrinhas,"0,00"
1KME5934N8816,Lavrinhas,"0,31"
1KME5935N8768,Silveiras,"0,55"
1KME5935N8780,Silveiras,"0,67"
1KME5935N8781,Silveiras,"0,67"
1KME5935N8782,Silveiras,"0,63"
1KME5935N8783,Silveiras,"0,67"
1KME5935N8784,Silveiras,"0,51"
1KME5935N8785,Silveiras,"0,54"
1KME5935N8786,Silveiras,"0,45"
1KME5935N8787,Silveiras,"0,57"
1KME5935N8788,Silveiras,"0,57"
1KME5935N8789,Silveiras,"0,38"
1KME5935N8792,Silveiras,"0,50"
1KME5935N8793,Silveiras,"0,62"
1KME5935N8794,Silveiras,"0,42"
1KME5935N8795,Cruzeiro,"0,45"
1KME5935N8796,Cruzeiro,"0,57"
1KME5935N8797,Cruzeiro,"0,66"
1KME5935N8798,Cruzeiro,"0,55"
1KME5935N8799,Cruzeiro,"0,28"
1KME5935N8800,Cruzeiro,"0,08"
1KME5935N8801,Lavrinhas,"0,76"
1KME5935N8802,Lavrinhas,"0,71"
1KME5935N8807,Lavrinhas,"0,53"
1KME5935N8808,Lavrinhas,"0,41"
1KME5935N8809,Lavrinhas,"0,27"
1KME5935N8810,Lavrinhas,"0,31"
1KME5935N8811,Lavrinhas,"0,36"
1KME5935N8812,Lavrinhas,"0,34"
1KME5935N8813,Lavrinhas,"0,60"
1KME5935N8814,Lavrinhas,"0,12"
1KME5935N8815,Lavrinhas,"0,00"
1KME5935N8816,Lavrinhas,"0,00"
