geocode,Municipio,value
2507705,Juazeirinho,"0,66"
2507804,Junco do Seridó,"0,49"
2507903,Juripiranga,"0,60"
2508000,Juru,"0,77"
2508109,Lagoa,"0,62"
2508208,Lagoa de Dentro,"0,64"
2508307,Lagoa Seca,"0,66"
2508406,Lastro,"0,30"
2508505,Livramento,"0,71"
2508554,Logradouro,"0,73"
2508604,Lucena,"0,41"
2508703,Mãe d'Água,"0,38"
2508802,Malta,"0,42"
2508901,Mamanguape,"0,51"
2509008,Manaíra,"0,79"
2509057,Marcação,"0,80"
2509107,Mari,"0,59"
2509156,Marizópolis,"0,75"
2509206,Massaranduba,"0,75"
2509305,Mataraca,"0,65"
2509339,Matinhas,"0,73"
2509370,Mato Grosso,"0,76"
2509396,Maturéia,"0,39"
2509404,Mogeiro,"0,69"
2509503,Montadas,"0,66"
2509602,Monte Horebe,"0,63"
2509701,Monteiro,"0,41"
2509800,Mulungu,"0,79"
2509909,Natuba,"0,74"
2510006,Nazarezinho,"0,37"
2510105,Nova Floresta,"0,77"
2510204,Nova Olinda,"0,65"
2510303,Nova Palmeira,"0,48"
2510402,Olho d'Água,"0,63"
2510501,Olivedos,"0,60"
2510600,Ouro Velho,"0,43"
2510659,Parari,"0,46"
2510709,Passagem,"0,49"
2510808,Patos,"0,56"
2510907,Paulista,"0,62"
2511004,Pedra Branca,"0,71"
2511103,Pedra Lavrada,"0,80"
2511202,Pedras de Fogo,"0,43"
2512721,Pedro Régis,"0,93"
2511301,Piancó,"0,61"
2511400,Picuí,"0,47"
2511509,Pilar,"0,69"
2511608,Pilões,"0,32"
2511707,Pilõezinhos,"0,56"
2511806,Pirpirituba,"0,45"
2511905,Pitimbu,"0,88"
2512002,Pocinhos,"0,75"
2512036,Poço Dantas,"0,00"
2512077,Poço de José de Moura,"0,09"
2512101,Pombal,"0,50"
2512200,Prata,"0,57"
2512309,Princesa Isabel,"0,75"
2512408,Puxinanã,"0,66"
2512507,Queimadas,"0,62"
2512606,Quixabá,"0,51"
2512705,Remígio,"0,80"
2512747,Riachão,"0,75"
2512754,Riachão do Bacamarte,"0,31"
2512762,Riachão do Poço,"0,55"
2512788,Riacho de Santo Antônio,"0,06"
2512804,Riacho dos Cavalos,"0,57"
2512903,Rio Tinto,"0,66"
2513000,Salgadinho,"0,83"
2513109,Salgado de São Félix,"0,72"
2513158,Santa Cecília,"0,52"
2513208,Santa Cruz,"0,72"
2513307,Santa Helena,"0,66"
2513356,Santa Inês,"0,65"
2513406,Santa Luzia,"0,56"
2513703,Santa Rita,"0,55"
2513802,Santa Teresinha,"0,59"
2513505,Santana de Mangueira,"0,86"
2513604,Santana dos Garrotes,"0,83"
2513851,Santo André,"0,48"
2513927,São Bentinho,"0,82"
2513901,São Bento,"0,43"
2513968,São Domingos,"0,69"
2513943,São Domingos do Cariri,"0,70"
2513984,São Francisco,"0,60"
2514008,São João do Cariri,"0,53"
2500700,São João do Rio do Peixe,"0,29"
2514107,São João do Tigre,"0,75"
2514206,São José da Lagoa Tapada,"0,77"
2514305,São José de Caiana,"0,58"
2514404,São José de Espinharas,"0,66"
2514503,São José de Piranhas,"0,61"
2514552,São José de Princesa,"0,93"
2514602,São José do Bonfim,"0,25"
2514651,São José do Brejo do Cruz,"0,55"
2514701,São José do Sabugi,"0,07"
2514800,São José dos Cordeiros,"0,63"
2514453,São José dos Ramos,"0,70"
2514909,São Mamede,"0,40"
2515005,São Miguel de Taipu,"0,78"
2515104,São Sebastião de Lagoa de Roça,"0,70"
2515203,São Sebastião do Umbuzeiro,"0,51"
2515401,São Vicente do Seridó,"0,33"
2515302,Sapé,"0,50"
2515500,Serra Branca,"0,57"
2515609,Serra da Raiz,"0,85"
2515708,Serra Grande,"0,45"
2515807,Serra Redonda,"0,72"
2515906,Serraria,"0,61"
2515930,Sertãozinho,"0,70"
2515971,Sobrado,"0,24"
2516003,Solânea,"0,44"
2516102,Soledade,"0,49"
2516151,Sossêgo,"0,57"
2516201,Sousa,"0,58"
2516300,Sumé,"0,53"
2516409,Tacima,"1,00"
2516508,Taperoá,"0,56"
2516607,Tavares,"0,79"
2516706,Teixeira,"0,54"
2516755,Tenório,"0,62"
2516805,Triunfo,"0,71"
2516904,Uiraúna,"0,56"
2517001,Umbuzeiro,"0,73"
2517100,Várzea,"0,51"
2517209,Vieirópolis,"0,76"
2505501,Vista Serrana,"0,59"
2517407,Zabelê,"0,36"
