geocode,Municipio,value
2500106,Água Branca,"0,70"
2500205,Aguiar,"0,64"
2500304,Alagoa Grande,"0,54"
2500403,Alagoa Nova,"0,50"
2500502,Alagoinha,"0,48"
2500536,Alcantil,"0,27"
2500577,Algodão de Jandaíra,"0,62"
2500601,Alhandra,"0,09"
2500734,Amparo,"0,48"
2500775,Aparecida,"0,53"
2500809,Araçagi,"0,76"
2500908,Arara,"0,90"
2501005,Araruna,"0,67"
2501104,Areia,"0,37"
2501153,Areia de Baraúnas,"0,53"
2501203,Areial,"0,55"
2501302,Aroeiras,"0,77"
2501351,Assunção,"0,62"
2501401,Baía da Traição,"0,63"
2501500,Bananeiras,"0,53"
2501534,Baraúna,"0,68"
2501609,Barra de Santa Rosa,"0,92"
2501575,Barra de Santana,"0,65"
2501708,Barra de São Miguel,"0,63"
2501807,Bayeux,"0,35"
2501906,Belém,"0,45"
2502003,Belém do Brejo do Cruz,"0,54"
2502052,Bernardino Batista,"0,68"
2502102,Boa Ventura,"0,69"
2502151,Boa Vista,"0,40"
2502201,Bom Jesus,"0,28"
2502300,Bom Sucesso,"0,70"
2502409,Bonito de Santa Fé,"0,87"
2502508,Boqueirão,"0,48"
2502706,Borborema,"0,66"
2502805,Brejo do Cruz,"0,46"
2502904,Brejo dos Santos,"0,54"
2503001,Caaporã,"0,45"
2503100,Cabaceiras,"0,62"
2503209,Cabedelo,"0,46"
2503308,Cachoeira dos Índios,"0,60"
2503407,Cacimba de Areia,"0,67"
2503506,Cacimba de Dentro,"0,63"
2503555,Cacimbas,"0,77"
2503605,Caiçara,"0,65"
2503704,Cajazeiras,"0,35"
2503753,Cajazeirinhas,"0,75"
2503803,Caldas Brandão,"0,50"
2503902,Camalaú,"0,50"
2504009,Campina Grande,"0,00"
2504033,Capim,"0,45"
2504074,Caraúbas,"0,44"
2504108,Carrapateira,"0,64"
2504157,Casserengue,"0,82"
2504207,Catingueira,"0,71"
2504306,Catolé do Rocha,"0,51"
2504355,Caturité,"0,40"
2504405,Conceição,"0,68"
2504504,Condado,"0,54"
2504603,Conde,"0,00"
2504702,Congo,"0,24"
2504801,Coremas,"0,65"
2504850,Coxixola,"0,49"
2504900,Cruz do Espírito Santo,"0,42"
2505006,Cubati,"0,54"
2505105,Cuité,"0,65"
2505238,Cuité de Mamanguape,"0,57"
2505204,Cuitegi,"0,33"
2505279,Curral de Cima,"0,62"
2505303,Curral Velho,"0,74"
2505352,Damião,"0,80"
2505402,Desterro,"0,63"
2505600,Diamante,"0,61"
2505709,Dona Inês,"0,71"
2505808,Duas Estradas,"0,45"
2505907,Emas,"0,66"
2506004,Esperança,"0,51"
2506103,Fagundes,"0,57"
2506202,Frei Martinho,"0,61"
2506251,Gado Bravo,"0,63"
2506301,Guarabira,"0,29"
2506400,Gurinhém,"0,72"
2506509,Gurjão,"0,67"
2506608,Ibiara,"0,66"
2502607,Igaracy,"0,71"
2506707,Imaculada,"0,83"
2506806,Ingá,"0,81"
2506905,Itabaiana,"0,45"
2507002,Itaporanga,"0,45"
2507101,Itapororoca,"0,52"
2507200,Itatuba,"0,74"
2507309,Jacaraú,"0,37"
2507408,Jericó,"0,54"
2507507,João Pessoa,"0,28"
2513653,Joca Claudino,"0,68"
2507606,Juarez Távora,"0,44"
2507705,Juazeirinho,"0,56"
2507804,Junco do Seridó,"0,53"
2507903,Juripiranga,"0,49"
2508000,Juru,"0,72"
2508109,Lagoa,"0,72"
2508208,Lagoa de Dentro,"0,59"
2508307,Lagoa Seca,"0,46"
2508406,Lastro,"0,25"
2508505,Livramento,"0,74"
2508554,Logradouro,"0,80"
2508604,Lucena,"0,17"
2508703,Mãe d'Água,"0,87"
2508802,Malta,"0,14"
2508901,Mamanguape,"0,39"
2509008,Manaíra,"0,71"
2509057,Marcação,"0,91"
2509107,Mari,"0,71"
2509156,Marizópolis,"0,70"
2509206,Massaranduba,"0,50"
2509305,Mataraca,"0,39"
2509339,Matinhas,"0,69"
2509370,Mato Grosso,"0,54"
2509396,Maturéia,"0,48"
2509404,Mogeiro,"0,73"
2509503,Montadas,"0,71"
2509602,Monte Horebe,"0,58"
2509701,Monteiro,"0,40"
2509800,Mulungu,"0,71"
2509909,Natuba,"0,86"
2510006,Nazarezinho,"0,59"
2510105,Nova Floresta,"0,80"
2510204,Nova Olinda,"0,59"
2510303,Nova Palmeira,"0,70"
2510402,Olho d'Água,"0,69"
2510501,Olivedos,"0,62"
2510600,Ouro Velho,"0,42"
2510659,Parari,"0,44"
2510709,Passagem,"0,52"
2510808,Patos,"0,17"
2510907,Paulista,"0,41"
2511004,Pedra Branca,"0,59"
2511103,Pedra Lavrada,"0,64"
2511202,Pedras de Fogo,"0,47"
2512721,Pedro Régis,"0,90"
2511301,Piancó,"0,66"
2511400,Picuí,"0,61"
2511509,Pilar,"0,54"
2511608,Pilões,"0,23"
2511707,Pilõezinhos,"0,54"
2511806,Pirpirituba,"0,51"
2511905,Pitimbu,"0,71"
