geocode,Municipio,value
2500106,Água Branca,"0,45"
2500205,Aguiar,"0,50"
2500304,Alagoa Grande,"0,47"
2500403,Alagoa Nova,"0,65"
2500502,Alagoinha,"0,49"
2500536,Alcantil,"0,56"
2500577,Algodão de Jandaíra,"0,15"
2500601,Alhandra,"0,48"
2500734,Amparo,"0,22"
2500775,Aparecida,"0,51"
2500809,Araçagi,"0,32"
2500908,Arara,"0,48"
2501005,Araruna,"0,61"
2501104,Areia,"0,52"
2501153,Areia de Baraúnas,"0,46"
2501203,Areial,"0,41"
2501302,Aroeiras,"0,26"
2501351,Assunção,"0,20"
2501401,Baía da Traição,"0,36"
2501500,Bananeiras,"0,38"
2501534,Baraúna,"0,34"
2501609,Barra de Santa Rosa,"0,38"
2501575,Barra de Santana,"0,48"
2501708,Barra de São Miguel,"0,22"
2501807,Bayeux,"0,72"
2501906,Belém,"0,58"
2502003,Belém do Brejo do Cruz,"0,35"
2502052,Bernardino Batista,"0,40"
2502102,Boa Ventura,"0,26"
2502151,Boa Vista,"0,70"
2502201,Bom Jesus,"0,51"
2502300,Bom Sucesso,"0,44"
2502409,Bonito de Santa Fé,"0,54"
2502508,Boqueirão,"0,40"
2502706,Borborema,"0,46"
2502805,Brejo do Cruz,"0,48"
2502904,Brejo dos Santos,"0,45"
2503001,Caaporã,"0,55"
2503100,Cabaceiras,"0,58"
2503209,Cabedelo,"0,89"
2503308,Cachoeira dos Índios,"0,53"
2503407,Cacimba de Areia,"0,22"
2503506,Cacimba de Dentro,"0,44"
2503555,Cacimbas,"0,28"
2503605,Caiçara,"0,39"
2503704,Cajazeiras,"0,65"
2503753,Cajazeirinhas,"0,00"
2503803,Caldas Brandão,"0,39"
2503902,Camalaú,"0,29"
2504009,Campina Grande,"1,00"
2504033,Capim,"0,51"
2504074,Caraúbas,"0,49"
2504108,Carrapateira,"0,40"
2504157,Casserengue,"0,31"
2504207,Catingueira,"0,44"
2504306,Catolé do Rocha,"0,65"
2504355,Caturité,"0,39"
2504405,Conceição,"0,39"
2504504,Condado,"0,36"
2504603,Conde,"0,43"
2504702,Congo,"0,27"
2504801,Coremas,"0,35"
2504850,Coxixola,"0,38"
2504900,Cruz do Espírito Santo,"0,45"
2505006,Cubati,"0,40"
2505105,Cuité,"0,36"
2505238,Cuité de Mamanguape,"0,14"
2505204,Cuitegi,"0,51"
2505279,Curral de Cima,"0,11"
2505303,Curral Velho,"0,43"
2505352,Damião,"0,28"
2505402,Desterro,"0,19"
2505600,Diamante,"0,35"
2505709,Dona Inês,"0,33"
2505808,Duas Estradas,"0,30"
2505907,Emas,"0,50"
2506004,Esperança,"0,52"
2506103,Fagundes,"0,34"
2506202,Frei Martinho,"0,43"
2506251,Gado Bravo,"0,17"
2506301,Guarabira,"0,83"
2506400,Gurinhém,"0,41"
2506509,Gurjão,"0,46"
2506608,Ibiara,"0,40"
2502607,Igaracy,"0,39"
2506707,Imaculada,"0,48"
2506806,Ingá,"0,29"
2506905,Itabaiana,"0,45"
2507002,Itaporanga,"0,73"
2507101,Itapororoca,"0,49"
2507200,Itatuba,"0,41"
2507309,Jacaraú,"0,36"
2507408,Jericó,"0,53"
2507507,João Pessoa,"0,96"
2513653,Joca Claudino,"0,45"
2507606,Juarez Távora,"0,42"
2507705,Juazeirinho,"0,54"
2507804,Junco do Seridó,"0,50"
2507903,Juripiranga,"0,60"
2508000,Juru,"0,42"
2508109,Lagoa,"0,36"
2508208,Lagoa de Dentro,"0,31"
2508307,Lagoa Seca,"0,64"
2508406,Lastro,"0,23"
2508505,Livramento,"0,31"
2508554,Logradouro,"0,48"
2508604,Lucena,"0,61"
2508703,Mãe d'Água,"0,39"
2508802,Malta,"0,51"
2508901,Mamanguape,"0,61"
2509008,Manaíra,"0,40"
2509057,Marcação,"0,46"
2509107,Mari,"0,37"
2509156,Marizópolis,"0,38"
2509206,Massaranduba,"0,55"
2509305,Mataraca,"0,52"
2509339,Matinhas,"0,38"
2509370,Mato Grosso,"0,56"
2509396,Maturéia,"0,43"
2509404,Mogeiro,"0,24"
2509503,Montadas,"0,35"
2509602,Monte Horebe,"0,50"
2509701,Monteiro,"0,51"
2509800,Mulungu,"0,42"
2509909,Natuba,"0,60"
2510006,Nazarezinho,"0,27"
2510105,Nova Floresta,"0,31"
2510204,Nova Olinda,"0,37"
2510303,Nova Palmeira,"0,65"
2510402,Olho d'Água,"0,28"
2510501,Olivedos,"0,41"
2510600,Ouro Velho,"0,39"
2510659,Parari,"0,60"
2510709,Passagem,"0,36"
2510808,Patos,"0,82"
2510907,Paulista,"0,45"
2511004,Pedra Branca,"0,54"
2511103,Pedra Lavrada,"0,59"
2511202,Pedras de Fogo,"0,51"
2512721,Pedro Régis,"0,47"
2511301,Piancó,"0,54"
2511400,Picuí,"0,40"
2511509,Pilar,"0,47"
2511608,Pilões,"0,22"
2511707,Pilõezinhos,"0,27"
2511806,Pirpirituba,"0,56"
2511905,Pitimbu,"0,50"
2512002,Pocinhos,"0,45"
2512036,Poço Dantas,"0,36"
2512077,Poço de José de Moura,"0,55"
2512101,Pombal,"0,59"
2512200,Prata,"0,54"
2512309,Princesa Isabel,"0,65"
2512408,Puxinanã,"0,57"
2512507,Queimadas,"0,58"
2512606,Quixabá,"0,43"
2512705,Remígio,"0,48"
2512747,Riachão,"0,61"
2512754,Riachão do Bacamarte,"0,43"
2512762,Riachão do Poço,"0,29"
2512788,Riacho de Santo Antônio,"0,38"
2512804,Riacho dos Cavalos,"0,35"
2512903,Rio Tinto,"0,56"
2513000,Salgadinho,"0,42"
2513109,Salgado de São Félix,"0,44"
2513158,Santa Cecília,"0,26"
2513208,Santa Cruz,"0,57"
2513307,Santa Helena,"0,11"
2513356,Santa Inês,"0,24"
2513406,Santa Luzia,"0,61"
2513703,Santa Rita,"0,87"
2513802,Santa Teresinha,"0,40"
2513505,Santana de Mangueira,"0,50"
2513604,Santana dos Garrotes,"0,37"
2513851,Santo André,"0,45"
2513927,São Bentinho,"0,57"
2513901,São Bento,"0,68"
2513968,São Domingos,"0,61"
2513943,São Domingos do Cariri,"0,55"
2513984,São Francisco,"0,51"
2514008,São João do Cariri,"0,49"
2500700,São João do Rio do Peixe,"0,48"
2514107,São João do Tigre,"0,20"
2514206,São José da Lagoa Tapada,"0,44"
2514305,São José de Caiana,"0,38"
2514404,São José de Espinharas,"0,49"
2514503,São José de Piranhas,"0,48"
2514552,São José de Princesa,"0,43"
2514602,São José do Bonfim,"0,43"
2514651,São José do Brejo do Cruz,"0,45"
2514701,São José do Sabugi,"0,53"
2514800,São José dos Cordeiros,"0,42"
2514453,São José dos Ramos,"0,35"
2514909,São Mamede,"0,55"
2515005,São Miguel de Taipu,"0,32"
2515104,São Sebastião de Lagoa de Roça,"0,58"
2515203,São Sebastião do Umbuzeiro,"0,53"
