geocode,Municipio,value
2500106,Água Branca,"0,58"
2500205,Aguiar,"0,59"
2500304,Alagoa Grande,"0,51"
2500403,Alagoa Nova,"0,70"
2500502,Alagoinha,"0,51"
2500536,Alcantil,"0,44"
2500577,Algodão de Jandaíra,"0,17"
2500601,Alhandra,"0,26"
2500734,Amparo,"0,16"
2500775,Aparecida,"0,54"
2500809,Araçagi,"0,48"
2500908,Arara,"0,76"
2501005,Araruna,"0,77"
2501104,Areia,"0,47"
2501153,Areia de Baraúnas,"0,47"
2501203,Areial,"0,44"
2501302,Aroeiras,"0,41"
2501351,Assunção,"0,24"
2501401,Baía da Traição,"0,45"
2501500,Bananeiras,"0,39"
2501534,Baraúna,"0,44"
2501609,Barra de Santa Rosa,"0,66"
2501575,Barra de Santana,"0,58"
2501708,Barra de São Miguel,"0,26"
2501807,Bayeux,"0,71"
2501906,Belém,"0,58"
2502003,Belém do Brejo do Cruz,"0,37"
2502052,Bernardino Batista,"0,51"
2502102,Boa Ventura,"0,35"
2502151,Boa Vista,"0,69"
2502201,Bom Jesus,"0,37"
2502300,Bom Sucesso,"0,58"
2502409,Bonito de Santa Fé,"0,81"
2502508,Boqueirão,"0,39"
2502706,Borborema,"0,56"
2502805,Brejo do Cruz,"0,46"
2502904,Brejo dos Santos,"0,49"
2503001,Caaporã,"0,58"
2503100,Cabaceiras,"0,68"
2503209,Cabedelo,"1,00"
2503308,Cachoeira dos Índios,"0,62"
2503407,Cacimba de Areia,"0,31"
2503506,Cacimba de Dentro,"0,53"
2503555,Cacimbas,"0,45"
2503605,Caiçara,"0,48"
2503704,Cajazeiras,"0,61"
2503753,Cajazeirinhas,"0,10"
2503803,Caldas Brandão,"0,40"
2503902,Camalaú,"0,26"
2504009,Campina Grande,"0,81"
2504033,Capim,"0,53"
2504074,Caraúbas,"0,47"
2504108,Carrapateira,"0,47"
2504157,Casserengue,"0,48"
2504207,Catingueira,"0,59"
2504306,Catolé do Rocha,"0,72"
2504355,Caturité,"0,31"
2504405,Conceição,"0,51"
2504504,Condado,"0,36"
2504603,Conde,"0,14"
2504702,Congo,"0,08"
2504801,Coremas,"0,44"
2504850,Coxixola,"0,35"
2504900,Cruz do Espírito Santo,"0,43"
2505006,Cubati,"0,42"
2505105,Cuité,"0,46"
2505238,Cuité de Mamanguape,"0,14"
2505204,Cuitegi,"0,41"
2505279,Curral de Cima,"0,13"
2505303,Curral Velho,"0,59"
2505352,Damião,"0,45"
2505402,Desterro,"0,24"
2505600,Diamante,"0,41"
2505709,Dona Inês,"0,44"
2505808,Duas Estradas,"0,24"
2505907,Emas,"0,63"
2506004,Esperança,"0,57"
2506103,Fagundes,"0,38"
2506202,Frei Martinho,"0,48"
2506251,Gado Bravo,"0,20"
2506301,Guarabira,"0,78"
2506400,Gurinhém,"0,55"
2506509,Gurjão,"0,60"
2506608,Ibiara,"0,51"
2502607,Igaracy,"0,51"
2506707,Imaculada,"0,71"
2506806,Ingá,"0,49"
2506905,Itabaiana,"0,43"
2507002,Itaporanga,"0,76"
2507101,Itapororoca,"0,52"
2507200,Itatuba,"0,58"
2507309,Jacaraú,"0,27"
2507408,Jericó,"0,59"
2507507,João Pessoa,"0,96"
2513653,Joca Claudino,"0,57"
2507606,Juarez Távora,"0,38"
2507705,Juazeirinho,"0,61"
2507804,Junco do Seridó,"0,54"
2507903,Juripiranga,"0,63"
2508000,Juru,"0,56"
2508109,Lagoa,"0,49"
2508208,Lagoa de Dentro,"0,36"
2508307,Lagoa Seca,"0,66"
2508406,Lastro,"0,00"
2508505,Livramento,"0,44"
2508554,Logradouro,"0,68"
2508604,Lucena,"0,44"
2508703,Mãe d'Água,"0,63"
2508802,Malta,"0,29"
2508901,Mamanguape,"0,60"
2509008,Manaíra,"0,53"
2509057,Marcação,"0,76"
2509107,Mari,"0,51"
2509156,Marizópolis,"0,52"
2509206,Massaranduba,"0,59"
2509305,Mataraca,"0,51"
2509339,Matinhas,"0,49"
2509370,Mato Grosso,"0,65"
2509396,Maturéia,"0,42"
2509404,Mogeiro,"0,37"
2509503,Montadas,"0,50"
2509602,Monte Horebe,"0,57"
2509701,Monteiro,"0,48"
2509800,Mulungu,"0,56"
2509909,Natuba,"0,87"
2510006,Nazarezinho,"0,28"
2510105,Nova Floresta,"0,50"
2510204,Nova Olinda,"0,41"
2510303,Nova Palmeira,"0,83"
2510402,Olho d'Água,"0,36"
2510501,Olivedos,"0,47"
2510600,Ouro Velho,"0,33"
2510659,Parari,"0,57"
2510709,Passagem,"0,37"
2510808,Patos,"0,71"
2510907,Paulista,"0,38"
2511004,Pedra Branca,"0,61"
2511103,Pedra Lavrada,"0,70"
2511202,Pedras de Fogo,"0,52"
2512721,Pedro Régis,"0,75"
2511301,Piancó,"0,68"
2511400,Picuí,"0,48"
2511509,Pilar,"0,51"
2511608,Pilões,"0,01"
2511707,Pilõezinhos,"0,29"
2511806,Pirpirituba,"0,59"
2511905,Pitimbu,"0,68"
2512002,Pocinhos,"0,66"
2512036,Poço Dantas,"0,32"
2512077,Poço de José de Moura,"0,65"
2512101,Pombal,"0,54"
2512200,Prata,"0,57"
2512309,Princesa Isabel,"0,80"
2512408,Puxinanã,"0,56"
2512507,Queimadas,"0,59"
2512606,Quixabá,"0,46"
2512705,Remígio,"0,64"
2512747,Riachão,"0,74"
2512754,Riachão do Bacamarte,"0,51"
2512762,Riachão do Poço,"0,32"
2512788,Riacho de Santo Antônio,"0,22"
2512804,Riacho dos Cavalos,"0,30"
2512903,Rio Tinto,"0,61"
2513000,Salgadinho,"0,72"
2513109,Salgado de São Félix,"0,57"
2513158,Santa Cecília,"0,16"
2513208,Santa Cruz,"0,62"
2513307,Santa Helena,"0,26"
2513356,Santa Inês,"0,38"
2513406,Santa Luzia,"0,65"
2513703,Santa Rita,"0,71"
2513802,Santa Teresinha,"0,38"
2513505,Santana de Mangueira,"0,65"
2513604,Santana dos Garrotes,"0,62"
2513851,Santo André,"0,40"
2513927,São Bentinho,"0,71"
