geocode,Municipio,value
3502507,Aparecida,"0,99"
3503158,Arapeí,"0,00"
3503505,Areias,"0,67"
3504909,Bananal,"0,00"
3508504,Caçapava,"0,99"
3508603,Cachoeira Paulista,"1,00"
3509700,Campos do Jordão,"0,00"
3509957,Canas,"0,93"
3510500,Caraguatatuba,"1,00"
3513405,Cruzeiro,"0,98"
3513603,Cunha,"0,00"
3518404,Guaratinguetá,"1,00"
3520202,Igaratá,"0,79"
3520400,Ilhabela,"0,00"
3524402,Jacareí,"1,00"
3524907,Jambeiro,"0,31"
3526308,Lagoinha,"0,65"
3526605,Lavrinhas,"0,00"
3527207,Lorena,"0,97"
3531704,Monteiro Lobato,"0,00"
3532306,Natividade da Serra,"0,00"
3535606,Paraibuna,"0,58"
3538006,Pindamonhangaba,"1,00"
3538501,Piquete,"1,00"
3540754,Potim,"1,00"
3541901,Queluz,"0,98"
3542305,Redenção da Serra,"0,87"
3544301,Roseira,"0,95"
3546009,Santa Branca,"0,92"
3548203,Santo Antônio do Pinhal,"0,00"
3548609,São Bento do Sapucaí,"0,74"
3549607,São José do Barreiro,"0,00"
3549904,São José dos Campos,"0,98"
3550001,São Luís do Paraitinga,"0,99"
3550704,São Sebastião,"0,00"
3552007,Silveiras,"0,00"
3554102,Taubaté,"1,00"
3554805,Tremembé,"1,00"
3555406,Ubatuba,"0,00"
