geocode,Municipio,value
3502507,Aparecida,"0,41"
3503158,Arapeí,"0,78"
3503505,Areias,"1,00"
3504909,Bananal,"0,73"
3508504,Caçapava,"0,57"
3508603,Cachoeira Paulista,"0,69"
3509700,Campos do Jordão,"0,68"
3509957,Canas,"0,70"
3510500,Caraguatatuba,"0,65"
3513405,Cruzeiro,"0,31"
3513603,Cunha,"0,93"
3518404,Guaratinguetá,"0,45"
3520202,Igaratá,"0,79"
3520400,Ilhabela,"0,78"
3524402,Jacareí,"0,61"
3524907,Jambeiro,"0,72"
3526308,Lagoinha,"0,67"
3526605,Lavrinhas,"0,68"
3527207,Lorena,"0,53"
3531704,Monteiro Lobato,"0,80"
3532306,Natividade da Serra,"0,00"
3535606,Paraibuna,"0,61"
3538006,Pindamonhangaba,"0,62"
3538501,Piquete,"0,39"
3540754,Potim,"0,94"
3541901,Queluz,"0,76"
3542305,Redenção da Serra,"0,71"
3544301,Roseira,"0,66"
3546009,Santa Branca,"0,40"
3548203,Santo Antônio do Pinhal,"0,65"
3548609,São Bento do Sapucaí,"0,80"
3549607,São José do Barreiro,"0,87"
3549904,São José dos Campos,"0,57"
3550001,São Luís do Paraitinga,"0,65"
3550704,São Sebastião,"0,60"
3552007,Silveiras,"0,80"
3554102,Taubaté,"0,59"
3554805,Tremembé,"0,70"
3555406,Ubatuba,"0,65"
