geocode,Municipio,value
3502507,Aparecida,"0,63"
3503158,Arapeí,"0,55"
3503505,Areias,"0,71"
3504909,Bananal,"0,78"
3508504,Caçapava,"0,85"
3508603,Cachoeira Paulista,"0,88"
3509700,Campos do Jordão,"0,81"
3509957,Canas,"0,89"
3510500,Caraguatatuba,"0,79"
3513405,Cruzeiro,"0,74"
3513603,Cunha,"0,42"
3518404,Guaratinguetá,"0,65"
3520202,Igaratá,"0,72"
3520400,Ilhabela,"0,13"
3524402,Jacareí,"0,87"
3524907,Jambeiro,"0,74"
3526308,Lagoinha,"0,58"
3526605,Lavrinhas,"0,87"
3527207,Lorena,"0,74"
3531704,Monteiro Lobato,"0,75"
3532306,Natividade da Serra,"0,25"
3535606,Paraibuna,"0,76"
3538006,Pindamonhangaba,"0,73"
3538501,Piquete,"0,89"
3540754,Potim,"0,99"
3541901,Queluz,"0,80"
3542305,Redenção da Serra,"0,40"
3544301,Roseira,"0,74"
3546009,Santa Branca,"0,60"
3548203,Santo Antônio do Pinhal,"0,90"
3548609,São Bento do Sapucaí,"0,63"
3549607,São José do Barreiro,"0,60"
3549904,São José dos Campos,"0,80"
3550001,São Luiz do Paraitinga,"0,55"
3550704,São Sebastião,"0,96"
3552007,Silveiras,"0,78"
3554102,Taubaté,"0,48"
3554805,Tremembé,"0,79"
3555406,Ubatuba,"0,95"
